,Location,Attribute,Value,Year,Week
3264,Rexburg / Ririe,HRW,,2022.0,48.0
3265,Idaho Falls,HRW,,2022.0,48.0
3266,Blackfoot / Pocatello,HRW,,2022.0,48.0
3267,Grace / Soda Springs,HRW,9.5,2022.0,48.0
3268,Burley / Rupert,HRW,,2022.0,48.0
3271,Meridian,HRW,9.06,2022.0,48.0
3272,Nezperce / Craigmont,HRW,9.31,2022.0,48.0
3273,Lewiston,HRW,9.57,2022.0,48.0
3274,Rexburg / Ririe,HRW,,2021.0,33.0
3275,Idaho Falls,HRW,,2021.0,33.0
3276,Blackfoot / Pocatello,HRW,,2021.0,33.0
3277,Grace / Soda Springs,HRW,7.17,2021.0,33.0
3278,Burley / Rupert,HRW,7.5,2021.0,33.0
3281,Meridian,HRW,7.55,2021.0,33.0
3282,Nezperce / Craigmont,HRW,7.73,2021.0,33.0
3283,Lewiston,HRW,7.99,2021.0,33.0
3285,Rexburg / Ririe,HRW,10.64,2022.0,11.0
3286,Idaho Falls,HRW,10.25,2022.0,11.0
3287,Blackfoot / Pocatello,HRW,10.25,2022.0,11.0
3288,Grace / Soda Springs,HRW,9.61,2022.0,11.0
3289,Burley / Rupert,HRW,,2022.0,11.0
3292,Meridian,HRW,10.58,2022.0,11.0
3293,Nezperce / Craigmont,HRW,10.73,2022.0,11.0
3294,Lewiston,HRW,10.99,2022.0,11.0
3296,Rexburg / Ririe,HRW,8.6,2021.0,49.0
3297,Idaho Falls,HRW,,2021.0,49.0
3298,Blackfoot / Pocatello,HRW,,2021.0,49.0
3299,Grace / Soda Springs,HRW,9.03,2021.0,49.0
3300,Burley / Rupert,HRW,9.1,2021.0,49.0
3303,Meridian,HRW,8.67,2021.0,49.0
3304,Nezperce / Craigmont,HRW,8.85,2021.0,49.0
3305,Lewiston,HRW,9.11,2021.0,49.0
3307,Rexburg / Ririe,HRW,,2020.0,44.0
3308,Idaho Falls,HRW,5.1,2020.0,44.0
3309,Blackfoot / Pocatello,HRW,5.1,2020.0,44.0
3310,Grace / Soda Springs,HRW,5.12,2020.0,44.0
3311,Burley / Rupert,HRW,4.84,2020.0,44.0
3314,Nampa / Weiser,HRW,,2020.0,44.0
3315,Nezperce / Craigmont,HRW,5.89,2020.0,44.0
3316,Lewiston,HRW,6.15,2020.0,44.0
3318,Rexburg / Ririe,HRW,7.45,2021.0,34.0
3319,Idaho Falls,HRW,,2021.0,34.0
3320,Blackfoot / Pocatello,HRW,,2021.0,34.0
3321,Grace / Soda Springs,HRW,7.35,2021.0,34.0
3322,Burley / Rupert,HRW,7.36,2021.0,34.0
3325,Meridian,HRW,7.37,2021.0,34.0
3326,Nezperce / Craigmont,HRW,7.55,2021.0,34.0
3327,Lewiston,HRW,7.81,2021.0,34.0
3329,Rexburg / Ririe,HRW,9.44,2022.0,2.0
3330,Idaho Falls,HRW,,2022.0,2.0
3331,Blackfoot / Pocatello,HRW,,2022.0,2.0
3332,Grace / Soda Springs,HRW,8.73,2022.0,2.0
3333,Burley / Rupert,HRW,8.36,2022.0,2.0
3336,Meridian,HRW,8.68,2022.0,2.0
3337,Nezperce / Craigmont,HRW,8.72,2022.0,2.0
3338,Lewiston,HRW,8.98,2022.0,2.0
3340,Rexburg / Ririe,HRW,7.1,2021.0,32.0
3341,Idaho Falls,HRW,,2021.0,32.0
3342,Blackfoot / Pocatello,HRW,,2021.0,32.0
3343,Grace / Soda Springs,HRW,7.03,2021.0,32.0
3344,Burley / Rupert,HRW,7.11,2021.0,32.0
3347,Meridian,HRW,7.38,2021.0,32.0
3348,Nezperce / Craigmont,HRW,7.6,2021.0,32.0
3349,Lewiston,HRW,7.86,2021.0,32.0
3351,Rexburg / Ririe,HRW,8.91,2022.0,33.0
3352,Idaho Falls,HRW,,2022.0,33.0
3353,Blackfoot / Pocatello,HRW,,2022.0,33.0
3354,Grace / Soda Springs,HRW,8.56,2022.0,33.0
3355,Burley / Rupert,HRW,,2022.0,33.0
3358,Meridian,HRW,8.13,2022.0,33.0
3359,Nezperce / Craigmont,HRW,8.32,2022.0,33.0
3360,Lewiston,HRW,8.58,2022.0,33.0
3362,Rexburg / Ririe,HRW,9.41,2022.0,49.0
3363,Idaho Falls,HRW,,2022.0,49.0
3364,Blackfoot / Pocatello,HRW,,2022.0,49.0
3365,Grace / Soda Springs,HRW,8.95,2022.0,49.0
3366,Burley / Rupert,HRW,,2022.0,49.0
3369,Meridian,HRW,8.57,2022.0,49.0
3370,Nezperce / Craigmont,HRW,8.8,2022.0,49.0
3371,Lewiston,HRW,9.06,2022.0,49.0
3372,Rexburg / Ririe,HRW,5.32,2020.0,49.0
3373,Idaho Falls,HRW,5.2,2020.0,49.0
3374,Blackfoot / Pocatello,HRW,5.2,2020.0,49.0
3375,Grace / Soda Springs,HRW,5.21,2020.0,49.0
3376,Burley / Rupert,HRW,5.2,2020.0,49.0
3379,Nampa / Weiser,HRW,,2020.0,49.0
3380,Nezperce / Craigmont,HRW,4.76,2020.0,49.0
3381,Lewiston,HRW,5.02,2020.0,49.0
3383,Rexburg / Ririe,HRW,5.5,2020.0,45.0
3384,Idaho Falls,HRW,5.25,2020.0,45.0
3385,Blackfoot / Pocatello,HRW,5.25,2020.0,45.0
3386,Grace / Soda Springs,HRW,5.22,2020.0,45.0
3387,Burley / Rupert,HRW,5.26,2020.0,45.0
3390,Nampa / Weiser,HRW,,2020.0,45.0
3391,Nezperce / Craigmont,HRW,6.1,2020.0,45.0
3392,Lewiston,HRW,6.36,2020.0,45.0
3394,Rexburg / Ririe,HRW,,2022.0,29.0
3395,Idaho Falls,HRW,,2022.0,29.0
3396,Blackfoot / Pocatello,HRW,,2022.0,29.0
3397,Grace / Soda Springs,HRW,8.53,2022.0,29.0
3398,Burley / Rupert,HRW,,2022.0,29.0
3401,Meridian,HRW,8.6,2022.0,29.0
3402,Nezperce / Craigmont,HRW,8.82,2022.0,29.0
3403,Lewiston,HRW,9.08,2022.0,29.0
3405,Rexburg / Ririe,HRW,,2022.0,45.0
3406,Idaho Falls,HRW,,2022.0,45.0
3407,Blackfoot / Pocatello,HRW,,2022.0,45.0
3408,Grace / Soda Springs,HRW,9.55,2022.0,45.0
3409,Burley / Rupert,HRW,,2022.0,45.0
3412,Meridian,HRW,9.5,2022.0,45.0
3413,Nezperce / Craigmont,HRW,9.6,2022.0,45.0
3414,Lewiston,HRW,9.86,2022.0,45.0
3415,Rexburg / Ririe,HRW,9.96,2022.0,51.0
3416,Idaho Falls,HRW,,2022.0,51.0
3417,Blackfoot / Pocatello,HRW,,2022.0,51.0
3418,Grace / Soda Springs,HRW,9.08,2022.0,51.0
3419,Burley / Rupert,HRW,,2022.0,51.0
3422,Meridian,HRW,8.66,2022.0,51.0
3423,Nezperce / Craigmont,HRW,9.0,2022.0,51.0
3424,Lewiston,HRW,9.26,2022.0,51.0
3425,Rexburg / Ririe,HRW,,2021.0,28.0
3426,Idaho Falls,HRW,6.45,2021.0,28.0
3427,Blackfoot / Pocatello,HRW,6.45,2021.0,28.0
3428,Grace / Soda Springs,HRW,5.66,2021.0,28.0
3429,Burley / Rupert,HRW,5.8,2021.0,28.0
3432,Meridian,HRW,6.12,2021.0,28.0
3433,Nezperce / Craigmont,HRW,6.37,2021.0,28.0
3434,Lewiston,HRW,60.63,2021.0,28.0
3436,Rexburg / Ririe,HRW,,2021.0,50.0
3437,Idaho Falls,HRW,9.5,2021.0,50.0
3438,Blackfoot / Pocatello,HRW,9.5,2021.0,50.0
3439,Grace / Soda Springs,HRW,8.81,2021.0,50.0
3440,Burley / Rupert,HRW,8.7,2021.0,50.0
3443,Meridian,HRW,8.56,2021.0,50.0
3444,Nezperce / Craigmont,HRW,8.8,2021.0,50.0
3445,Lewiston,HRW,9.06,2021.0,50.0
3447,Rexburg / Ririe,HRW,10.52,2022.0,41.0
3448,Idaho Falls,HRW,,2022.0,41.0
3449,Blackfoot / Pocatello,HRW,,2022.0,41.0
3450,Grace / Soda Springs,HRW,9.89,2022.0,41.0
3451,Burley / Rupert,HRW,,2022.0,41.0
3454,Meridian,HRW,9.81,2022.0,41.0
3455,Nezperce / Craigmont,HRW,10.0,2022.0,41.0
3456,Lewiston,HRW,10.26,2022.0,41.0
3457,Rexburg / Ririe,HRW,10.11,2022.0,43.0
3458,Idaho Falls,HRW,,2022.0,43.0
3459,Blackfoot / Pocatello,HRW,,2022.0,43.0
3460,Grace / Soda Springs,HRW,9.43,2022.0,43.0
3461,Burley / Rupert,HRW,,2022.0,43.0
3464,Meridian,HRW,9.51,2022.0,43.0
3465,Nezperce / Craigmont,HRW,9.81,2022.0,43.0
3466,Lewiston,HRW,10.07,2022.0,43.0
3467,Rexburg / Ririe,HRW,,2022.0,24.0
3468,Idaho Falls,HRW,,2022.0,24.0
3469,Blackfoot / Pocatello,HRW,,2022.0,24.0
3470,Grace / Soda Springs,HRW,12.15,2022.0,24.0
3471,Burley / Rupert,HRW,,2022.0,24.0
3474,Meridian,HRW,11.3,2022.0,24.0
3475,Nezperce / Craigmont,HRW,11.32,2022.0,24.0
3476,Lewiston,HRW,11.58,2022.0,24.0
3478,Rexburg / Ririe,HRW,,2021.0,9.0
3479,Idaho Falls,HRW,,2021.0,9.0
3480,Blackfoot / Pocatello,HRW,,2021.0,9.0
3481,Grace / Soda Springs,HRW,5.55,2021.0,9.0
3482,Burley / Rupert,HRW,5.81,2021.0,9.0
3485,Meridian,HRW,6.34,2021.0,9.0
3486,Nezperce / Craigmont,HRW,6.61,2021.0,9.0
3487,Lewiston,HRW,6.87,2021.0,9.0
3489,Rexburg / Ririe,HRW,9.69,2022.0,28.0
3490,Idaho Falls,HRW,,2022.0,28.0
3491,Blackfoot / Pocatello,HRW,,2022.0,28.0
3492,Grace / Soda Springs,HRW,8.51,2022.0,28.0
3493,Burley / Rupert,HRW,,2022.0,28.0
3496,Meridian,HRW,8.7,2022.0,28.0
3497,Nezperce / Craigmont,HRW,,2022.0,28.0
3498,Lewiston,HRW,,2022.0,28.0
3500,Rexburg / Ririe,HRW,7.42,2021.0,35.0
3501,Idaho Falls,HRW,,2021.0,35.0
3502,Blackfoot / Pocatello,HRW,,2021.0,35.0
3503,Grace / Soda Springs,HRW,7.59,2021.0,35.0
3504,Burley / Rupert,HRW,7.17,2021.0,35.0
3507,Meridian,HRW,7.23,2021.0,35.0
3508,Nezperce / Craigmont,HRW,7.45,2021.0,35.0
3509,Lewiston,HRW,7.71,2021.0,35.0
3511,Rexburg / Ririe,HRW,5.23,2021.0,14.0
3512,Idaho Falls,HRW,,2021.0,14.0
3513,Blackfoot / Pocatello,HRW,,2021.0,14.0
3514,Grace / Soda Springs,HRW,5.09,2021.0,14.0
3515,Burley / Rupert,HRW,5.11,2021.0,14.0
3518,Meridian,HRW,5.65,2021.0,14.0
3519,Nezperce / Craigmont,HRW,5.95,2021.0,14.0
3520,Lewiston,HRW,6.21,2021.0,14.0
3522,Rexburg / Ririe,HRW,5.24,2020.0,41.0
3523,Idaho Falls,HRW,,2020.0,41.0
3524,Blackfoot / Pocatello,HRW,,2020.0,41.0
3525,Grace / Soda Springs,HRW,5.12,2020.0,41.0
3526,Burley / Rupert,HRW,5.0,2020.0,41.0
3529,Nampa / Weiser,HRW,,2020.0,41.0
3530,Nezperce / Craigmont,HRW,6.0,2020.0,41.0
3531,Lewiston,HRW,6.26,2020.0,41.0
3533,Rexburg / Ririe,HRW,8.85,2021.0,42.0
3534,Idaho Falls,HRW,,2021.0,42.0
3535,Blackfoot / Pocatello,HRW,,2021.0,42.0
3536,Grace / Soda Springs,HRW,8.01,2021.0,42.0
3537,Burley / Rupert,HRW,8.15,2021.0,42.0
3540,Meridian,HRW,7.96,2021.0,42.0
3541,Nezperce / Craigmont,HRW,8.21,2021.0,42.0
3542,Lewiston,HRW,8.47,2021.0,42.0
3544,Rexburg / Ririe,HRW,,2021.0,23.0
3545,Idaho Falls,HRW,,2021.0,23.0
3546,Blackfoot / Pocatello,HRW,,2021.0,23.0
3547,Grace / Soda Springs,HRW,5.72,2021.0,23.0
3548,Burley / Rupert,HRW,6.2,2021.0,23.0
3551,Meridian,HRW,6.25,2021.0,23.0
3552,Nezperce / Craigmont,HRW,6.55,2021.0,23.0
3553,Lewiston,HRW,6.81,2021.0,23.0
3555,Rexburg / Ririe,HRW,5.48,2020.0,50.0
3556,Idaho Falls,HRW,,2020.0,50.0
3557,Blackfoot / Pocatello,HRW,,2020.0,50.0
3558,Grace / Soda Springs,HRW,5.13,2020.0,50.0
3559,Burley / Rupert,HRW,5.12,2020.0,50.0
3562,Nampa / Weiser,HRW,,2020.0,50.0
3563,Nezperce / Craigmont,HRW,4.76,2020.0,50.0
3564,Lewiston,HRW,5.02,2020.0,50.0
3566,Rexburg / Ririe,HRW,10.09,2022.0,46.0
3567,Idaho Falls,HRW,,2022.0,46.0
3568,Blackfoot / Pocatello,HRW,,2022.0,46.0
3569,Grace / Soda Springs,HRW,9.51,2022.0,46.0
3570,Burley / Rupert,HRW,,2022.0,46.0
3573,Meridian,HRW,9.54,2022.0,46.0
3574,Nezperce / Craigmont,HRW,9.65,2022.0,46.0
3575,Lewiston,HRW,9.91,2022.0,46.0
3576,Rexburg / Ririe,HRW,,2022.0,9.0
3577,Idaho Falls,HRW,,2022.0,9.0
3578,Blackfoot / Pocatello,HRW,,2022.0,9.0
3579,Grace / Soda Springs,HRW,11.38,2022.0,9.0
3580,Burley / Rupert,HRW,,2022.0,9.0
3583,Meridian,HRW,11.48,2022.0,9.0
3584,Nezperce / Craigmont,HRW,12.39,2022.0,9.0
3585,Lewiston,HRW,12.65,2022.0,9.0
3587,Rexburg / Ririe,HRW,12.64,2022.0,15.0
3588,Idaho Falls,HRW,,2022.0,15.0
3589,Blackfoot / Pocatello,HRW,,2022.0,15.0
3590,Grace / Soda Springs,HRW,12.13,2022.0,15.0
3591,Burley / Rupert,HRW,,2022.0,15.0
3594,Meridian,HRW,11.6,2022.0,15.0
3595,Nezperce / Craigmont,HRW,11.82,2022.0,15.0
3596,Lewiston,HRW,12.08,2022.0,15.0
3598,Rexburg / Ririe,HRW,,2022.0,25.0
3599,Idaho Falls,HRW,,2022.0,25.0
3600,Blackfoot / Pocatello,HRW,,2022.0,25.0
3601,Grace / Soda Springs,HRW,10.97,2022.0,25.0
3602,Burley / Rupert,HRW,,2022.0,25.0
3605,Meridian,HRW,10.29,2022.0,25.0
3606,Nezperce / Craigmont,HRW,10.49,2022.0,25.0
3607,Lewiston,HRW,10.75,2022.0,25.0
3609,Rexburg / Ririe,HRW,10.21,2022.0,42.0
3610,Idaho Falls,HRW,,2022.0,42.0
3611,Blackfoot / Pocatello,HRW,,2022.0,42.0
3612,Grace / Soda Springs,HRW,9.59,2022.0,42.0
3613,Burley / Rupert,HRW,,2022.0,42.0
3616,Meridian,HRW,9.48,2022.0,42.0
3617,Nezperce / Craigmont,HRW,9.77,2022.0,42.0
3618,Lewiston,HRW,10.03,2022.0,42.0
3619,Rexburg / Ririe,HRW,5.6,2021.0,15.0
3620,Idaho Falls,HRW,5.3,2021.0,15.0
3621,Blackfoot / Pocatello,HRW,5.3,2021.0,15.0
3622,Grace / Soda Springs,HRW,5.41,2021.0,15.0
3623,Burley / Rupert,HRW,5.51,2021.0,15.0
3626,Meridian,HRW,6.15,2021.0,15.0
3627,Nezperce / Craigmont,HRW,6.32,2021.0,15.0
3628,Lewiston,HRW,6.58,2021.0,15.0
3630,Rexburg / Ririe,HRW,12.57,2022.0,16.0
3631,Idaho Falls,HRW,12.0,2022.0,16.0
3632,Blackfoot / Pocatello,HRW,12.0,2022.0,16.0
3633,Grace / Soda Springs,HRW,12.16,2022.0,16.0
3634,Burley / Rupert,HRW,,2022.0,16.0
3637,Meridian,HRW,11.41,2022.0,16.0
3638,Nezperce / Craigmont,HRW,11.69,2022.0,16.0
3639,Lewiston,HRW,11.95,2022.0,16.0
3641,Rexburg / Ririe,HRW,8.23,2021.0,41.0
3642,Idaho Falls,HRW,,2021.0,41.0
3643,Blackfoot / Pocatello,HRW,,2021.0,41.0
3644,Grace / Soda Springs,HRW,7.76,2021.0,41.0
3645,Burley / Rupert,HRW,7.97,2021.0,41.0
3648,Meridian,HRW,7.59,2021.0,41.0
3649,Nezperce / Craigmont,HRW,7.89,2021.0,41.0
3650,Lewiston,HRW,8.15,2021.0,41.0
3652,Rexburg / Ririe,HRW,,2021.0,25.0
3653,Idaho Falls,HRW,,2021.0,25.0
3654,Blackfoot / Pocatello,HRW,,2021.0,25.0
3655,Grace / Soda Springs,HRW,5.59,2021.0,25.0
3656,Burley / Rupert,HRW,5.99,2021.0,25.0
3659,Meridian,HRW,6.06,2021.0,25.0
3660,Nezperce / Craigmont,HRW,6.29,2021.0,25.0
3661,Lewiston,HRW,6.55,2021.0,25.0
3663,Rexburg / Ririe,HRW,6.66,2021.0,18.0
3664,Idaho Falls,HRW,6.35,2021.0,18.0
3665,Blackfoot / Pocatello,HRW,6.35,2021.0,18.0
3666,Grace / Soda Springs,HRW,6.3,2021.0,18.0
3667,Burley / Rupert,HRW,,2021.0,18.0
3670,Meridian,HRW,7.12,2021.0,18.0
3671,Nezperce / Craigmont,HRW,7.21,2021.0,18.0
3672,Lewiston,HRW,7.47,2021.0,18.0
3674,Rexburg / Ririe,HRW,10.42,2022.0,39.0
3675,Idaho Falls,HRW,,2022.0,39.0
3676,Blackfoot / Pocatello,HRW,,2022.0,39.0
3677,Grace / Soda Springs,HRW,9.84,2022.0,39.0
3678,Burley / Rupert,HRW,,2022.0,39.0
3681,Meridian,HRW,9.77,2022.0,39.0
3682,Nezperce / Craigmont,HRW,10.0,2022.0,39.0
3683,Lewiston,HRW,10.26,2022.0,39.0
3685,Rexburg / Ririe,HRW,5.9,2021.0,8.0
3686,Idaho Falls,HRW,,2021.0,8.0
3687,Blackfoot / Pocatello,HRW,,2021.0,8.0
3688,Grace / Soda Springs,HRW,5.89,2021.0,8.0
3689,Burley / Rupert,HRW,5.9,2021.0,8.0
3692,Meridian,HRW,6.47,2021.0,8.0
3693,Nezperce / Craigmont,HRW,6.91,2021.0,8.0
3694,Lewiston,HRW,7.17,2021.0,8.0
3696,Rexburg / Ririe,HRW,7.65,2021.0,38.0
3697,Idaho Falls,HRW,,2021.0,38.0
3698,Blackfoot / Pocatello,HRW,,2021.0,38.0
3699,Grace / Soda Springs,HRW,7.49,2021.0,38.0
3700,Burley / Rupert,HRW,7.61,2021.0,38.0
3703,Meridian,HRW,7.33,2021.0,38.0
3704,Nezperce / Craigmont,HRW,7.76,2021.0,38.0
3705,Lewiston,HRW,8.02,2021.0,38.0
3707,Rexburg / Ririe,HRW,,2022.0,23.0
3708,Idaho Falls,HRW,,2022.0,23.0
3709,Blackfoot / Pocatello,HRW,,2022.0,23.0
3710,Grace / Soda Springs,HRW,12.15,2022.0,23.0
3711,Burley / Rupert,HRW,,2022.0,23.0
3714,Meridian,HRW,11.3,2022.0,23.0
3715,Nezperce / Craigmont,HRW,11.32,2022.0,23.0
3716,Lewiston,HRW,11.58,2022.0,23.0
3718,Rexburg / Ririe,HRW,10.64,2022.0,10.0
3719,Idaho Falls,HRW,,2022.0,10.0
3720,Blackfoot / Pocatello,HRW,,2022.0,10.0
3721,Grace / Soda Springs,HRW,9.94,2022.0,10.0
3722,Burley / Rupert,HRW,,2022.0,10.0
3725,Meridian,HRW,10.83,2022.0,10.0
3726,Nezperce / Craigmont,HRW,11.13,2022.0,10.0
3727,Lewiston,HRW,11.39,2022.0,10.0
3729,Rexburg / Ririe,HRW,5.31,2021.0,12.0
3730,Idaho Falls,HRW,,2021.0,12.0
3731,Blackfoot / Pocatello,HRW,,2021.0,12.0
3732,Grace / Soda Springs,HRW,5.2,2021.0,12.0
3733,Burley / Rupert,HRW,5.14,2021.0,12.0
3736,Meridian,HRW,5.87,2021.0,12.0
3737,Nezperce / Craigmont,HRW,6.06,2021.0,12.0
3738,Lewiston,HRW,6.32,2021.0,12.0
3740,Rexburg / Ririe,HRW,,2021.0,7.0
3741,Idaho Falls,HRW,,2021.0,7.0
3742,Blackfoot / Pocatello,HRW,,2021.0,7.0
3743,Grace / Soda Springs,HRW,5.51,2021.0,7.0
3744,Burley / Rupert,HRW,5.7,2021.0,7.0
3747,Meridian,HRW,6.52,2021.0,7.0
3748,Nezperce / Craigmont,HRW,6.61,2021.0,7.0
3749,Lewiston,HRW,6.87,2021.0,7.0
3751,Rexburg / Ririe,HRW,9.63,2022.0,3.0
3752,Idaho Falls,HRW,,2022.0,3.0
3753,Blackfoot / Pocatello,HRW,,2022.0,3.0
3754,Grace / Soda Springs,HRW,8.73,2022.0,3.0
3755,Burley / Rupert,HRW,8.8,2022.0,3.0
3758,Meridian,HRW,8.89,2022.0,3.0
3759,Nezperce / Craigmont,HRW,8.98,2022.0,3.0
3760,Lewiston,HRW,9.24,2022.0,3.0
3762,Rexburg / Ririe,HRW,,2022.0,38.0
3763,Idaho Falls,HRW,,2022.0,38.0
3764,Blackfoot / Pocatello,HRW,,2022.0,38.0
3765,Grace / Soda Springs,HRW,9.59,2022.0,38.0
3766,Burley / Rupert,HRW,,2022.0,38.0
3769,Meridian,HRW,9.8,2022.0,38.0
3770,Nezperce / Craigmont,HRW,10.0,2022.0,38.0
3771,Lewiston,HRW,10.26,2022.0,38.0
3773,Rexburg / Ririe,HRW,6.0,2021.0,26.0
3774,Idaho Falls,HRW,,2021.0,26.0
3775,Blackfoot / Pocatello,HRW,,2021.0,26.0
3776,Grace / Soda Springs,HRW,5.59,2021.0,26.0
3777,Burley / Rupert,HRW,6.14,2021.0,26.0
3780,Meridian,HRW,6.44,2021.0,26.0
3781,Nezperce / Craigmont,HRW,6.7,2021.0,26.0
3782,Lewiston,HRW,6.96,2021.0,26.0
3784,Rexburg / Ririe,HRW,11.13,2022.0,12.0
3785,Idaho Falls,HRW,,2022.0,12.0
3786,Blackfoot / Pocatello,HRW,,2022.0,12.0
3787,Grace / Soda Springs,HRW,,2022.0,12.0
3788,Burley / Rupert,HRW,,2022.0,12.0
3791,Meridian,HRW,10.95,2022.0,12.0
3792,Nezperce / Craigmont,HRW,11.08,2022.0,12.0
3793,Lewiston,HRW,11.34,2022.0,12.0
3795,Rexburg / Ririe,HRW,,2021.0,37.0
3796,Idaho Falls,HRW,,2021.0,37.0
3797,Blackfoot / Pocatello,HRW,,2021.0,37.0
3798,Grace / Soda Springs,HRW,,2021.0,37.0
3799,Burley / Rupert,HRW,7.72,2021.0,37.0
3802,Meridian,HRW,7.59,2021.0,37.0
3803,Nezperce / Craigmont,HRW,7.84,2021.0,37.0
3804,Lewiston,HRW,8.1,2021.0,37.0
3806,Rexburg / Ririe,HRW,8.82,2022.0,30.0
3807,Idaho Falls,HRW,,2022.0,30.0
3808,Blackfoot / Pocatello,HRW,,2022.0,30.0
3809,Grace / Soda Springs,HRW,8.48,2022.0,30.0
3810,Burley / Rupert,HRW,,2022.0,30.0
3813,Meridian,HRW,8.69,2022.0,30.0
3814,Nezperce / Craigmont,HRW,8.87,2022.0,30.0
3815,Lewiston,HRW,9.13,2022.0,30.0
3817,Rexburg / Ririe,HRW,12.88,2022.0,21.0
3818,Idaho Falls,HRW,,2022.0,21.0
3819,Blackfoot / Pocatello,HRW,,2022.0,21.0
3820,Grace / Soda Springs,HRW,12.71,2022.0,21.0
3821,Burley / Rupert,HRW,,2022.0,21.0
3824,Meridian,HRW,11.8,2022.0,21.0
3825,Nezperce / Craigmont,HRW,12.08,2022.0,21.0
3826,Lewiston,HRW,12.34,2022.0,21.0
3828,Rexburg / Ririe,HRW,6.63,2021.0,29.0
3829,Idaho Falls,HRW,,2021.0,29.0
3830,Blackfoot / Pocatello,HRW,,2021.0,29.0
3831,Grace / Soda Springs,HRW,6.07,2021.0,29.0
3832,Burley / Rupert,HRW,6.53,2021.0,29.0
3835,Meridian,HRW,6.64,2021.0,29.0
3836,Nezperce / Craigmont,HRW,6.88,2021.0,29.0
3837,Lewiston,HRW,7.14,2021.0,29.0
3839,Rexburg / Ririe,HRW,,2021.0,45.0
3840,Idaho Falls,HRW,,2021.0,45.0
3841,Blackfoot / Pocatello,HRW,,2021.0,45.0
3842,Grace / Soda Springs,HRW,8.83,2021.0,45.0
3843,Burley / Rupert,HRW,8.86,2021.0,45.0
3846,Meridian,HRW,8.84,2021.0,45.0
3847,Nezperce / Craigmont,HRW,8.73,2021.0,45.0
3848,Lewiston,HRW,8.99,2021.0,45.0
3850,Rexburg / Ririe,HRW,9.9,2022.0,50.0
3851,Idaho Falls,HRW,,2022.0,50.0
3852,Blackfoot / Pocatello,HRW,,2022.0,50.0
3853,Grace / Soda Springs,HRW,9.12,2022.0,50.0
3854,Burley / Rupert,HRW,,2022.0,50.0
3857,Meridian,HRW,8.58,2022.0,50.0
3858,Nezperce / Craigmont,HRW,8.88,2022.0,50.0
3859,Lewiston,HRW,9.14,2022.0,50.0
3860,Rexburg / Ririe,HRW,5.46,2020.0,46.0
3861,Idaho Falls,HRW,5.25,2020.0,46.0
3862,Blackfoot / Pocatello,HRW,5.25,2020.0,46.0
3863,Grace / Soda Springs,HRW,5.3,2020.0,46.0
3864,Burley / Rupert,HRW,5.21,2020.0,46.0
3867,Nampa / Weiser,HRW,,2020.0,46.0
3868,Nezperce / Craigmont,HRW,5.94,2020.0,46.0
3869,Lewiston,HRW,6.2,2020.0,46.0
3871,Rexburg / Ririe,HRW,13.77,2022.0,20.0
3872,Idaho Falls,HRW,,2022.0,20.0
3873,Blackfoot / Pocatello,HRW,,2022.0,20.0
3874,Grace / Soda Springs,HRW,13.19,2022.0,20.0
3875,Burley / Rupert,HRW,,2022.0,20.0
3878,Meridian,HRW,12.86,2022.0,20.0
3879,Nezperce / Craigmont,HRW,13.14,2022.0,20.0
3880,Lewiston,HRW,13.4,2022.0,20.0
3882,Rexburg / Ririe,HRW,8.07,2021.0,40.0
3883,Idaho Falls,HRW,8.4,2021.0,40.0
3884,Blackfoot / Pocatello,HRW,8.4,2021.0,40.0
3885,Grace / Soda Springs,HRW,7.99,2021.0,40.0
3886,Burley / Rupert,HRW,8.15,2021.0,40.0
3889,Meridian,HRW,7.86,2021.0,40.0
3890,Nezperce / Craigmont,HRW,8.11,2021.0,40.0
3891,Lewiston,HRW,8.37,2021.0,40.0
3893,Rexburg / Ririe,HRW,6.67,2021.0,19.0
3894,Idaho Falls,HRW,,2021.0,19.0
3895,Blackfoot / Pocatello,HRW,,2021.0,19.0
3896,Grace / Soda Springs,HRW,6.37,2021.0,19.0
3897,Burley / Rupert,HRW,6.33,2021.0,19.0
3900,Meridian,HRW,7.02,2021.0,19.0
3901,Nezperce / Craigmont,HRW,7.12,2021.0,19.0
3902,Lewiston,HRW,7.38,2021.0,19.0
3904,Rexburg / Ririe,HRW,7.77,2021.0,39.0
3905,Idaho Falls,HRW,,2021.0,39.0
3906,Blackfoot / Pocatello,HRW,,2021.0,39.0
3907,Grace / Soda Springs,HRW,7.59,2021.0,39.0
3908,Burley / Rupert,HRW,7.63,2021.0,39.0
3911,Meridian,HRW,7.59,2021.0,39.0
3912,Nezperce / Craigmont,HRW,7.81,2021.0,39.0
3913,Lewiston,HRW,8.07,2021.0,39.0
3915,Rexburg / Ririe,HRW,6.57,2021.0,30.0
3916,Idaho Falls,HRW,,2021.0,30.0
3917,Blackfoot / Pocatello,HRW,,2021.0,30.0
3918,Grace / Soda Springs,HRW,6.0,2021.0,30.0
3919,Burley / Rupert,HRW,6.68,2021.0,30.0
3922,Meridian,HRW,6.68,2021.0,30.0
3923,Nezperce / Craigmont,HRW,6.89,2021.0,30.0
3924,Lewiston,HRW,7.15,2021.0,30.0
3926,Rexburg / Ririe,HRW,8.98,2021.0,46.0
3927,Idaho Falls,HRW,,2021.0,46.0
